SYMBOL,NAME OF COMPANY,SERIES,DATE OF LISTING,ISIN NUMBER,FACE VALUE
SHIVAMAUTO,Shivam Autotech Limited,EQ,21-Nov-2006,INE637H01024,2
SHIVAMILLS,Shiva Mills Limited,EQ,26-Feb-2018,INE644Y01017,10
SHIVATEX,Shiva Texyarn Limited,EQ,26-Dec-2017,INE705C01020,10
SHK,S H Kelkar and Company Limited,EQ,16-Nov-2015,INE500L01026,10
SHOPERSTOP,Shoppers Stop Limited,EQ,23-May-2005,INE498B01024,5
SHRADHA,Shradha Infraprojects Limited,EQ,22-Oct-2020,INE715Y01015,10
SHREDIGCEM,Shree Digvijay Cement Co.Ltd,EQ,28-Jan-2020,INE232A01011,10
SHREECEM,SHREE CEMENT LIMITED,EQ,26-Apr-1995,INE070A01015,10
SHREEPUSHK,Shree Pushkar Chemicals & Fertilisers Limited,EQ,10-Sep-2015,INE712K01011,10
SHREERAMA,Shree Rama Multi-Tech Limited,EQ,13-Mar-2000,INE879A01019,5
SHRENIK,Shrenik Limited,EQ,02-Aug-2019,INE632X01030,1
SHREYANIND,Shreyans Industries Limited,EQ,06-Nov-1996,INE231C01019,10
SHREYAS,Shreyas Shipping & Logistics Limited,EQ,01-Mar-1995,INE757B01015,10
SHRIPISTON,Shriram Pistons & Rings Limited,BE,02-Jun-2016,INE526E01018,10
SHRIRAMCIT,Shriram City Union Finance Limited,EQ,04-Apr-2005,INE722A01011,10
SHRIRAMEPC,Shriram EPC Limited,EQ,20-Feb-2008,INE964H01014,10
SHYAMCENT,Shyam Century Ferrous Limited,EQ,28-Jul-2015,INE979R01011,1
SHYAMMETL,Shyam Metalics and Energy Limited,EQ,24-Jun-2021,INE810G01011,10
SICAL,Sical Logistics Limited,EQ,28-Apr-1999,INE075B01012,10
SIEMENS,Siemens Limited,EQ,06-Sep-1995,INE003A01024,2
SIGIND,Signet Industries Limited,EQ,29-Aug-2018,INE529F01035,10
SIL,Standard Industries Limited,BE,27-Jan-2004,INE173A01025,5
SILGO,Silgo Retail Limited,EQ,03-Mar-2021,INE01II01013,10
SILINV,SIL Investments Limited,BE,22-May-1996,INE923A01015,10
SILLYMONKS,Silly Monks Entertainment Limited,EQ,08-Jul-2020,INE203Y01012,10
SIMBHALS,Simbhaoli Sugars Limited,BE,14-Mar-2016,INE748T01016,10
SIMPLEXINF,Simplex Infrastructures Limited,EQ,09-Mar-2004,INE059B01024,2
SINTERCOM,Sintercom India Limited,EQ,07-Oct-2020,INE129Z01016,10
SINTEX,Sintex Industries Limited,EQ,05-Nov-1998,INE429C01035,1
SIRCA,Sirca Paints India Limited,EQ,22-Jul-2019,INE792Z01011,10
SIS,SIS LIMITED,EQ,10-Aug-2017,INE285J01028,5
SITINET,Siti Networks Limited,EQ,10-Jan-2007,INE965H01011,1
SIYSIL,Siyaram Silk Mills Limited,EQ,29-Jan-2007,INE076B01028,2
SJVN,SJVN Limited,EQ,20-May-2010,INE002L01015,10
SKFINDIA,SKF India Limited,EQ,27-Jan-1999,INE640A01023,10
SKIL,SKIL Infrastructure Limited,EQ,09-Oct-1996,INE429F01012,10
SKIPPER,Skipper Limited,EQ,27-May-2015,INE439E01022,1
SKMEGGPROD,SKM Egg Products Export (India) Limited,EQ,14-Mar-1997,INE411D01015,10
SMARTLINK,Smartlink Holdings Limited,EQ,11-Apr-2001,INE178C01020,2
SMCGLOBAL,SMC Global Securities Limited,EQ,24-Feb-2021,INE103C01036,2
SMLISUZU,SML Isuzu Limited,EQ,29-Aug-2003,INE294B01019,10
SMSLIFE,SMS Lifesciences India Limited,EQ,17-Aug-2017,INE320X01016,10
SMSPHARMA,SMS Pharmaceuticals Limited,EQ,28-Feb-2007,INE812G01025,1
SNOWMAN,Snowman Logistics Limited,EQ,12-Sep-2014,INE734N01019,10
SOBHA,Sobha Limited,EQ,20-Dec-2006,INE671H01015,10
SOLARA,Solara Active Pharma Sciences Limited,EQ,27-Jun-2018,INE624Z01016,10
SOLARINDS,Solar Industries India Limited,EQ,03-Apr-2006,INE343H01029,2
SOMANYCERA,Somany Ceramics Limited,BE,22-Nov-1995,INE355A01028,2
SOMATEX,Soma Textiles & Industries Limited,EQ,14-Aug-1996,INE314C01013,10
SOMICONVEY,Somi Conveyor Beltings Limited,EQ,18-Jul-2016,INE323J01019,10
SONACOMS,Sona BLW Precision Forgings Limited,EQ,24-Jun-2021,INE073K01018,10
SONATSOFTW,Sonata Software Limited,EQ,28-Jul-1999,INE269A01021,1
SORILINFRA,SORIL Infra Resources Limited,EQ,06-Dec-2005,INE034H01016,10
SOTL,Savita Oil Technologies Limited,EQ,28-Jun-1995,INE035D01012,10
SOUTHBANK,The South Indian Bank Limited,EQ,08-Dec-1998,INE683A01023,1
SOUTHWEST,South West Pinnacle Exploration Limited,EQ,18-Apr-2019,INE980Y01015,10
SPAL,S. P. Apparels Limited,EQ,12-Aug-2016,INE212I01016,10
SPANDANA,Spandana Sphoorty Financial Limited,EQ,19-Aug-2019,INE572J01011,10
SPARC,Sun Pharma Advanced Research Company Limited,EQ,18-Jul-2007,INE232I01014,1
SPECIALITY,Speciality Restaurants Limited,EQ,30-May-2012,INE247M01014,10
SPENCERS,Spencer's Retail Limited,EQ,25-Jan-2019,INE020801028,5
SPENTEX,Spentex Industries Limited,BZ,20-Dec-2006,INE376C01020,10
SPIC,Southern Petrochemicals Industries Corporation  Limited,EQ,10-Jan-1996,INE147A01011,10
SPICEJET,SPICEJET LTD,EQ,10-May-1995,INE285B01017,10
SPLIL,SPL Industries Limited,EQ,26-Jul-2005,INE978G01016,10
SPMLINFRA,SPML Infra Limited,EQ,14-Feb-1996,INE937A01023,2
SPTL,Sintex Plastics Technology Limited,EQ,08-Aug-2017,INE501W01021,1
SREEL,Sreeleathers Limited,EQ,01-Jan-2014,INE099F01013,10
SREINFRA,SREI Infrastructure Finance Limited,BE,20-Dec-1995,INE872A01014,10
SRF,SRF Limited,EQ,18-Aug-2003,INE647A01010,10
SRHHYPOLTD,Sree Rayalaseema Hi-Strength Hypo Limited,EQ,08-May-2007,INE917H01012,10
SRIPIPES,Srikalahasthi Pipes Limited,EQ,28-Aug-2007,INE943C01027,10
SRPL,Shree Ram Proteins Limited,BE,23-Sep-2020,INE008Z01012,10
SRTRANSFIN,Shriram Transport Finance Company Limited,EQ,11-Dec-1996,INE721A01013,10
SSWL,Steel Strips Wheels Limited,EQ,06-Jun-2005,INE802C01017,10
STAR,Strides Pharma Science Limited,EQ,02-Feb-2000,INE939A01011,10
STARCEMENT,Star Cement Limited,EQ,16-Jun-2017,INE460H01021,1
STARPAPER,Star Paper Mills Limited,EQ,13-Sep-1995,INE733A01018,10
STCINDIA,The State Trading Corporation of India Limited,EQ,01-Apr-2003,INE655A01013,10
STEELCITY,Steel City Securities Limited,EQ,27-Jun-2019,INE395H01011,10
STEELXIND,STEEL EXCHANGE INDIA LIMITED,EQ,20-Jul-2017,INE503B01013,10
STEL,Stel Holdings Limited,EQ,09-Feb-2011,INE577L01016,10
STERTOOLS,Sterling Tools Limited,EQ,02-Feb-2006,INE334A01023,2
STLTECH,Sterlite Technologies Limited,EQ,08-Dec-2000,INE089C01029,2
STOVEKRAFT,Stove Kraft Limited,EQ,05-Feb-2021,INE00IN01015,10
STYLAMIND,Stylam Industries Limited,EQ,02-Aug-2021,INE239C01020,5
SUBCAPCITY,International Constructions Limited,BE,10-Jul-1996,INE845C01016,10
SUBEXLTD,Subex Limited,EQ,05-Nov-2020,INE754A01055,5
SUBROS,Subros Limited,EQ,13-Jul-2005,INE287B01021,2
SUDARSCHEM,Sudarshan Chemical Industries Limited,EQ,25-May-1995,INE659A01023,2
SUMEETINDS,Sumeet Industries Limited,BE,10-Dec-2010,INE235C01010,10
SUMICHEM,Sumitomo Chemical India Limited,EQ,27-Jan-2020,INE258G01013,10
SUMIT,Sumit Woods Limited,BE,30-Jul-2019,INE748Z01013,10
SUMMITSEC,Summit Securities Limited,EQ,28-Jan-2011,INE519C01017,10
SUNCLAYLTD,Sundaram Clayton Limited,EQ,23-Oct-2012,INE105A01035,5
SUNDARAM,Sundaram Multi Pap Limited,BE,02-Jun-2010,INE108E01023,1
SUNDARMFIN,Sundaram Finance Limited,EQ,07-Jan-1998,INE660A01013,10
SUNDARMHLD,Sundaram Finance Holdings Limited,EQ,26-Mar-2018,INE202Z01029,5
SUNDRMBRAK,Sundaram Brake Linings Limited,EQ,17-Jul-1996,INE073D01013,10
SUNDRMFAST,Sundram Fasteners Limited,EQ,07-Jun-2000,INE387A01021,1
SUNFLAG,Sunflag Iron And Steel Company Limited,EQ,29-Sep-2005,INE947A01014,10
SUNPHARMA,Sun Pharmaceutical Industries Limited,EQ,08-Feb-1995,INE044A01036,1
SUNTECK,Sunteck Realty Limited,EQ,13-Nov-2009,INE805D01034,1
SUNTV,Sun TV Network Limited,EQ,24-Apr-2006,INE424H01027,5
SUPERHOUSE,Superhouse Limited,EQ,26-Sep-2014,INE712B01010,10
SUPERSPIN,Super Spinning Mills Limited,BE,08-Jul-2004,INE662A01027,1
SUPPETRO,Supreme Petrochem Limited,BE,13-Oct-1999,INE663A01017,10
SUPRAJIT,Suprajit Engineering Limited,EQ,18-Feb-2005,INE399C01030,1
SUPREMEENG,Supreme Engineering Limited,EQ,04-Dec-2020,INE319Z01013,10
SUPREMEIND,Supreme Industries Limited,EQ,19-Jul-1995,INE195A01028,2
SURANASOL,Surana Solar Limited,EQ,07-Jan-2011,INE272L01022,5
SURANAT&P,Surana Telecom and Power Limited,EQ,22-May-2002,INE130B01031,1
SURYALAXMI,Suryalakshmi Cotton Mills Limited,BE,15-Jun-2005,INE713B01026,10
SURYAROSNI,Surya Roshni Limited,EQ,10-May-1995,INE335A01012,10
SURYODAY,Suryoday Small Finance Bank Limited,EQ,26-Mar-2021,INE428Q01011,10
SUTLEJTEX,Sutlej Textiles and Industries Limited,EQ,14-Dec-2006,INE645H01027,1
SUULD,Suumaya Industries Limited,EQ,19-Oct-2020,INE591Q01016,10
SUVEN,Suven Life Sciences Limited,EQ,23-Oct-2003,INE495B01038,1
SUVENPHAR,Suven Pharmaceuticals Limited,EQ,09-Mar-2020,INE03QK01018,1
SUVIDHAA,Suvidhaa Infoserve Limited,EQ,31-Mar-2021,INE018401013,1
SUZLON,Suzlon Energy Limited,EQ,19-Oct-2005,INE040H01021,2
SVPGLOB,SVP Global Ventures Limited,EQ,14-Jul-2021,INE308E01029,1
SWANENERGY,Swan Energy Limited,EQ,29-May-2012,INE665A01038,1
SWARAJENG,Swaraj Engines Limited,EQ,06-Dec-1995,INE277A01016,10
SWELECTES,Swelect Energy Systems Limited,EQ,09-May-2006,INE409B01013,10
SWSOLAR,Sterling And Wilson Solar Limited,EQ,20-Aug-2019,INE00M201021,1
SYMPHONY,Symphony Limited,EQ,15-Jun-2011,INE225D01027,2
SYNGENE,Syngene International Limited,EQ,11-Aug-2015,INE398R01022,10
TAINWALCHM,Tainwala Chemical and Plastic (I) Limited,BE,27-Jul-1995,INE123C01018,10
TAJGVK,Taj GVK Hotels & Resorts Limited,EQ,20-Dec-2000,INE586B01026,2
TAKE,Take Solutions Limited,EQ,27-Aug-2007,INE142I01023,1
TALBROAUTO,Talbros Automotive Components Limited,EQ,29-Sep-2006,INE187D01011,10
TANLA,Tanla Platforms Limited,BE,05-Jan-2007,INE483C01032,1
TANTIACONS,Tantia Constructions Limited,BZ,19-Feb-2008,INE388G01018,10
TARAPUR,Tarapur Transformers Limited,EQ,18-May-2010,INE747K01017,10
TARC,Anant Raj Global Limited,BE,18-Dec-2020,INE0EK901012,2
TARMAT,Tarmat Limited,EQ,09-Jul-2007,INE924H01018,10
TASTYBITE,Tasty Bite Eatables Limited,EQ,23-Mar-2017,INE488B01017,10
TATACHEM,Tata Chemicals Limited,EQ,01-Apr-1999,INE092A01019,10
TATACOFFEE,Tata Coffee Limited,EQ,16-Feb-2000,INE493A01027,1
TATACOMM,Tata Communications Limited,EQ,12-Apr-1995,INE151A01013,10
TATACONSUM,TATA CONSUMER PRODUCTS LIMITED,EQ,18-Nov-1998,INE192A01025,1
TATAELXSI,Tata Elxsi Limited,EQ,17-Sep-2003,INE670A01012,10
TATAINVEST,Tata Investment Corporation Limited,EQ,24-Jun-1998,INE672A01018,10
TATAMETALI,Tata Metaliks Limited,EQ,27-May-2003,INE056C01010,10
TATAMOTORS,Tata Motors Limited,EQ,22-Jul-1998,INE155A01022,2
TATAMTRDVR,Tata Motors Limited,EQ,05-Nov-2008,IN9155A01020,2
TATAPOWER,Tata Power Company Limited,EQ,03-Apr-1996,INE245A01021,1
TATASTEEL,Tata Steel Limited,EQ,18-Nov-1998,INE081A01012,10
TATASTLBSL,Tata Steel Bsl Limited,EQ,21-Nov-2003,INE824B01021,2
TATASTLLP,Tata Steel Long Products Limited,BE,24-Feb-2003,INE674A01014,10
TATVA,Tatva Chintan Pharma Chem Limited,EQ,29-Jul-2021,INE0GK401011,10
TBZ,Tribhovandas Bhimji Zaveri Limited,EQ,09-May-2012,INE760L01018,10
TCI,Transport Corporation of India Limited,EQ,21-Jan-2002,INE688A01022,2
TCIDEVELOP,TCI Developers Limited,EQ,19-Apr-2011,INE662L01016,10
TCIEXP,TCI Express Limited,EQ,15-Dec-2016,INE586V01016,2
TCIFINANCE,TCI Finance Limited,EQ,21-May-1997,INE911B01018,10
TCNSBRANDS,TCNS Clothing Co. Limited,EQ,30-Jul-2018,INE778U01029,2
TCPLPACK,TCPL Packaging Limited,EQ,17-Oct-2017,INE822C01015,10
TCS,Tata Consultancy Services Limited,EQ,25-Aug-2004,INE467B01029,1
TDPOWERSYS,TD Power Systems Limited,EQ,08-Sep-2011,INE419M01019,10
TEAMLEASE,Teamlease Services Limited,EQ,12-Feb-2016,INE985S01024,10
TECHIN,Techindia Nirman Limited,EQ,08-Sep-2011,INE778A01021,10
TECHM,Tech Mahindra Limited,EQ,28-Aug-2006,INE669C01036,5
TECHNOE,Techno Electric & Engineering Company Limited,EQ,04-Dec-2018,INE285K01026,2
TEJASNET,Tejas Networks Limited,BE,27-Jun-2017,INE010J01012,10
TEMBO,Tembo Global Industries Limited,EQ,23-Apr-2021,INE869Y01010,10
TERASOFT,Tera Software Limited,BE,29-Dec-2016,INE482B01010,10
TEXINFRA,Texmaco Infrastructure & Holdings Limited,EQ,09-Sep-2004,INE435C01024,1
TEXMOPIPES,Texmo Pipes and Products Limited,EQ,10-Mar-2010,INE141K01013,10
TEXRAIL,Texmaco Rail & Engineering Limited,EQ,03-Mar-2011,INE621L01012,1
TFCILTD,Tourism Finance Corporation of India Limited,EQ,26-Jul-2000,INE305A01015,10
TFL,Transwarranty Finance Limited,EQ,26-Feb-2007,INE804H01012,10
TGBHOTELS,TGB Banquets And Hotels Limited,EQ,17-May-2007,INE797H01018,10
THANGAMAYL,Thangamayil Jewellery Limited,EQ,19-Feb-2010,INE085J01014,10
THEINVEST,The Investment Trust Of India Limited,EQ,02-Aug-2017,INE924D01017,10
THEMISMED,Themis Medicare Limited,EQ,02-Apr-2007,INE083B01016,10
THERMAX,Thermax Limited,EQ,30-Aug-1995,INE152A01029,2
THOMASCOOK,Thomas Cook  (India)  Limited,EQ,07-Jun-2000,INE332A01027,1
THOMASCOTT,Thomas Scott (India) Limited,BE,30-Jan-2012,INE480M01011,10
THYROCARE,Thyrocare Technologies Limited,EQ,09-May-2016,INE594H01019,10
TI,Tilaknagar Industries Limited,BE,16-Jul-2010,INE133E01013,10
TIDEWATER,Tide Water Oil Company (India) Limited,BE,16-Jan-2007,INE484C01030,2
TIIL,Technocraft Industries (India) Limited,EQ,12-Feb-2007,INE545H01011,10
TIINDIA,Tube Investments of India Limited,EQ,02-Nov-2017,INE974X01010,1
TIJARIA,Tijaria Polypipes Limited,BE,14-Oct-2011,INE440L01017,10
TIL,TIL Limited,EQ,27-Sep-1995,INE806C01018,10
TIMESGTY,Times Guaranty Limited,EQ,11-Jun-2002,INE289C01025,10
TIMETECHNO,Time Technoplast Limited,EQ,13-Jun-2007,INE508G01029,1
TIMKEN,Timken India Limited,EQ,06-Feb-2007,INE325A01013,10
TINPLATE,The Tinplate Company of India Limited,EQ,27-Jan-2006,INE422C01014,10
TIPSINDLTD,TIPS Industries Limited,BE,10-Nov-2000,INE716B01011,10
TIRUMALCHM,Thirumalai Chemicals Limited,EQ,14-May-2003,INE338A01024,1
TIRUPATIFL,Tirupati Forge Limited,BE,04-Aug-2020,INE319Y01016,10
TITAN,Titan Company Limited,EQ,24-Sep-2004,INE280A01028,1
TMRVL,The Mandhana Retail Ventures Limited,EQ,14-Dec-2016,INE759V01019,10
TNPETRO,Tamilnadu PetroProducts Limited,EQ,27-Oct-1999,INE148A01019,10
TNPL,Tamil Nadu Newsprint & Papers Limited,EQ,14-Feb-1996,INE107A01015,10
TNTELE,Tamilnadu Telecommunication Limited,BE,04-Feb-2003,INE141D01018,10
TOKYOPLAST,Tokyo Plast International Limited,EQ,11-Oct-1995,INE932C01012,10
TORNTPHARM,Torrent Pharmaceuticals Limited,EQ,25-Nov-2002,INE685A01028,5
TORNTPOWER,Torrent Power Limited,EQ,28-Nov-2006,INE813H01021,10
TOTAL,Total Transport Systems Limited,EQ,28-Aug-2020,INE336X01012,10
TOUCHWOOD,Touchwood Entertainment Limited,EQ,21-Jan-2020,INE486Y01013,10
TPLPLASTEH,TPL Plastech Limited,EQ,20-May-2015,INE413G01014,10
TREEHOUSE,Tree House Education & Accessories Limited,BE,26-Aug-2011,INE040M01013,10
TREJHARA,TREJHARA SOLUTIONS LIMITED,EQ,28-Dec-2018,INE00CA01015,10
TRENT,Trent Limited,EQ,07-Jun-2004,INE849A01020,1
TRF,TRF Limited,BE,26-Mar-2010,INE391D01019,10
TRIDENT,Trident Limited,EQ,21-Feb-2001,INE064C01022,1
TRIGYN,Trigyn Technologies Limited,EQ,09-Apr-1998,INE948A01012,10
TRIL,Transformers And Rectifiers (India) Limited,EQ,28-Dec-2007,INE763I01026,1
TRITURBINE,Triveni Turbine Limited,EQ,28-Oct-2011,INE152M01016,1
TRIVENI,Triveni Engineering & Industries Limited,EQ,13-Dec-2005,INE256C01024,1
TTKHLTCARE,TTK Healthcare Limited,EQ,02-Dec-2015,INE910C01018,10
TTKPRESTIG,TTK Prestige Limited,EQ,22-Dec-1999,INE690A01010,10
TTL,T T Limited,EQ,22-Feb-2007,INE592B01016,10
TTML,Tata Teleservices (Maharashtra) Limited,BE,20-Oct-2000,INE517B01013,10
TV18BRDCST,TV18 Broadcast Limited,EQ,08-Feb-2007,INE886H01027,2
TVSELECT,TVS Electronics Limited,EQ,26-Dec-2003,INE236G01019,10
TVSMOTOR,TVS Motor Company Limited,EQ,02-Aug-2000,INE494B01023,1
TVSSRICHAK,TVS Srichakra Limited,EQ,13-Feb-2007,INE421C01016,10
TVTODAY,TV Today Network Limited,EQ,16-Jan-2004,INE038F01029,5
TVVISION,TV Vision Limited,EQ,15-Sep-2016,INE871L01013,10
TWL,Titagarh Wagons Limited,EQ,21-Apr-2008,INE615H01020,2
UBL,United Breweries Limited,EQ,28-Jul-2008,INE686F01025,1
UCALFUEL,Ucal Fuel Systems Limited,EQ,13-Sep-1995,INE139B01016,10
UCOBANK,UCO Bank,EQ,09-Oct-2003,INE691A01018,10
UFLEX,UFLEX Limited,EQ,23-Aug-1995,INE516A01017,10
UFO,UFO Moviez India Limited,EQ,14-May-2015,INE527H01019,10
UGARSUGAR,The Ugar Sugar Works Limited,EQ,23-Aug-2010,INE071E01023,1
UJAAS,Ujaas Energy Limited,EQ,20-Oct-2011,INE899L01022,1
UJJIVAN,Ujjivan Financial Services Limited,EQ,10-May-2016,INE334L01012,10
UJJIVANSFB,Ujjivan Small Finance Bank Limited,EQ,12-Dec-2019,INE551W01018,10
ULTRACEMCO,UltraTech Cement Limited,EQ,24-Aug-2004,INE481G01011,10
UMANGDAIRY,Umang Dairies Limited,EQ,02-Dec-2015,INE864B01027,5
UMESLTD,Usha Martin Education & Solutions Limited,EQ,12-Jul-2010,INE240C01028,1
UNICHEMLAB,Unichem Laboratories Limited,EQ,07-Feb-2001,INE351A01035,2
UNIDT,United Drilling Tools Limited,EQ,25-Sep-2020,INE961D01019,10
UNIENTER,Uniphos Enterprises Limited,EQ,23-Jan-2004,INE037A01022,2
UNIONBANK,Union Bank of India,EQ,24-Sep-2002,INE692A01016,10
UNITECH,Unitech Limited,BZ,08-Sep-1999,INE694A01020,2
UNITEDTEA,The United Nilgiri Tea Estates Company Limited,EQ,28-Jan-2015,INE458F01011,10
UNIVASTU,Univastu India Limited,EQ,22-Jun-2020,INE562X01013,10
UNIVCABLES,Universal Cables Limited,EQ,17-May-1995,INE279A01012,10
UNIVPHOTO,Universus Photo Imagings Limited,EQ,14-Feb-2020,INE03V001013,10
UPL,UPL Limited,EQ,23-Jan-2004,INE628A01036,2
URJA,Urja Global Limited,EQ,28-Mar-2017,INE550C01020,1
USHAMART,Usha Martin Limited,EQ,11-Oct-2000,INE228A01035,1
UTIAMC,UTI Asset Management Company Limited,EQ,12-Oct-2020,INE094J01016,10
UTTAMSTL,Uttam Galva Steels Limited,BE,25-May-1995,INE699A01011,10
UTTAMSUGAR,Uttam Sugar Mills Limited,BE,10-Apr-2006,INE786F01031,10
V2RETAIL,V2 Retail Limited,EQ,04-Jul-2007,INE945H01013,10
VADILALIND,Vadilal Industries Limited,EQ,15-Jun-2011,INE694D01016,10
VAIBHAVGBL,Vaibhav Global Limited,EQ,05-Apr-2004,INE884A01027,2
VAISHALI,Vaishali Pharma Limited,EQ,15-Jan-2020,INE972X01014,10
VAKRANGEE,Vakrangee Limited,EQ,03-Apr-2006,INE051B01021,1
VALIANTORG,Valiant Organics Limited,EQ,23-Jul-2021,INE565V01010,10
VARDHACRLC,Vardhman Acrylics Limited,EQ,30-Sep-2003,INE116G01013,10
VARDMNPOLY,Vardhman Polytex Limited,BE,12-May-2003,INE835A01011,10
VARROC,Varroc Engineering Limited,EQ,06-Jul-2018,INE665L01035,1
VASCONEQ,Vascon Engineers Limited,EQ,15-Feb-2010,INE893I01013,10
VASWANI,Vaswani Industries Limited,EQ,20-Sep-2011,INE590L01019,10
VBL,Varun Beverages Limited,EQ,08-Nov-2016,INE200M01013,10
VEDL,Vedanta Limited,EQ,13-May-1998,INE205A01025,1
VENKEYS,Venky's (India) Limited,EQ,28-Jul-2003,INE398A01010,10
VENUSREM,Venus Remedies Limited,EQ,20-Dec-2006,INE411B01019,10
VERTOZ,Vertoz Advertising Limited,EQ,14-May-2020,INE188Y01015,10
VESUVIUS,Vesuvius India Limited,EQ,04-Oct-2002,INE386A01015,10
VETO,Veto Switchgears And Cables Limited,EQ,29-Apr-2015,INE918N01018,10
VGUARD,V-Guard Industries Limited,EQ,13-Mar-2008,INE951I01027,1
VHL,Vardhman Holdings Limited,EQ,30-Jun-2005,INE701A01023,10
VICEROY,Viceroy Hotels Limited,BZ,21-Aug-2007,INE048C01017,10
VIDHIING,Vidhi Specialty Food Ingredients Limited,EQ,02-Mar-2016,INE632C01026,1
VIJIFIN,Viji Finance Limited,BE,11-Jul-2016,INE159N01027,1
VIKASECO,Vikas EcoTech Limited,EQ,12-Dec-2011,INE806A01020,1
VIKASLIFE,Vikas Lifecare Limited,BE,08-May-2019,INE161L01027,1
VIKASPROP,Vikas Proppant & Granite Limited,EQ,19-Aug-2019,INE767B01022,1
VIKASWSP,Vikas WSP Limited,EQ,10-May-1995,INE706A01022,1
VIMTALABS,Vimta Labs Limited,EQ,15-Dec-2005,INE579C01029,2
VINATIORGA,Vinati Organics Limited,EQ,28-Jul-2009,INE410B01037,1
VINDHYATEL,Vindhya Telelinks Limited,EQ,08-Feb-1995,INE707A01012,10
VINEETLAB,Vineet Laboratories Limited,EQ,15-Jun-2021,INE505Y01010,10
VINYLINDIA,Vinyl Chemicals (India) Limited,EQ,21-Jul-2008,INE250B01029,1
VIPCLOTHNG,VIP Clothing Limited,BE,06-Aug-2007,INE450G01024,2
VIPIND,VIP Industries Limited,EQ,02-Mar-2005,INE054A01027,2
VIPULLTD,Vipul Limited,EQ,23-Apr-2015,INE946H01037,1
VISAKAIND,Visaka Industries Limited,EQ,28-Aug-1996,INE392A01013,10
VISASTEEL,Visa Steel Limited,EQ,17-Mar-2006,INE286H01012,10
VISHAL,Vishal Fabrics Limited,EQ,19-Aug-2019,INE755Q01025,5
VISHNU,Vishnu Chemicals Limited,EQ,05-Mar-2015,INE270I01014,10
VISHWARAJ,Vishwaraj Sugar Industries Limited,EQ,15-Oct-2019,INE430N01014,10
VIVIDHA,Visagar Polytex Limited,EQ,21-May-2013,INE370E01029,1
VIVIMEDLAB,Vivimed Labs Limited,EQ,17-Aug-2005,INE526G01021,2
VLSFINANCE,VLS Finance Limited,EQ,25-May-1995,INE709A01018,10
VMART,V-Mart Retail Limited,EQ,20-Feb-2013,INE665J01013,10
VOLTAMP,Voltamp Transformers Limited,EQ,20-Sep-2006,INE540H01012,10
VOLTAS,Voltas Limited,EQ,12-Apr-1995,INE226A01021,1
VRLLOG,VRL Logistics Limited,EQ,30-Apr-2015,INE366I01010,10
VSSL,Vardhman Special Steels Limited,EQ,17-May-2012,INE050M01012,10
VSTIND,VST Industries Limited,EQ,05-Sep-2003,INE710A01016,10
VSTTILLERS,V.S.T Tillers Tractors Limited,EQ,20-Jun-2011,INE764D01017,10
VTL,Vardhman Textiles Limited,EQ,14-Jan-2003,INE825A01012,10
WABAG,VA Tech Wabag Limited,EQ,13-Oct-2010,INE956G01038,2
WABCOINDIA,WABCO India Limited,EQ,01-Oct-2008,INE342J01019,5
WALCHANNAG,Walchandnagar Industries Limited,EQ,18-Sep-1996,INE711A01022,2
WANBURY,Wanbury Limited,BE,29-Jan-2007,INE107F01022,10
WATERBASE,Waterbase Limited,EQ,08-Feb-1995,INE054C01015,10
WEALTH,Wealth First Portfolio Managers Limited,BE,20-Jan-2021,INE658T01017,10
WEBELSOLAR,Websol Energy System Limited,EQ,15-May-2007,INE855C01015,10
WEIZMANIND,Weizmann Limited,EQ,10-May-1995,INE080A01014,10
WELCORP,Welspun Corp Limited,EQ,24-May-2005,INE191B01025,5
WELENT,Welspun Enterprises Limited,EQ,04-Nov-2004,INE625G01013,10
WELINV,Welspun Investments and Commercials Limited,EQ,20-Sep-2010,INE389K01018,10
WELSPUNIND,Welspun India Limited,EQ,04-Dec-2003,INE192B01031,1
WENDT,Wendt (India) Limited,EQ,07-Aug-2006,INE274C01019,10
WESTLIFE,Westlife Development Ltd,EQ,19-Aug-2019,INE274F01020,2
WHEELS,Wheels India Limited,EQ,07-Apr-2000,INE715A01015,10
WHIRLPOOL,Whirlpool of India Limited,EQ,06-Apr-2010,INE716A01013,10
WILLAMAGOR,Williamson Magor & Company Limited,EQ,08-Feb-1995,INE210A01017,10
WINDMACHIN,Windsor Machines Limited,EQ,17-Aug-2011,INE052A01021,2
WIPL,The Western India Plywoods Limited,BE,17-Apr-2017,INE215F01023,10
WIPRO,Wipro Limited,EQ,08-Nov-1995,INE075A01022,2
WOCKPHARMA,Wockhardt Limited,EQ,23-Feb-2000,INE049B01025,5
WONDERLA,Wonderla Holidays Limited,EQ,09-May-2014,INE066O01014,10
WORTH,Worth Peripherals Limited,EQ,04-Aug-2020,INE196Y01018,10
WSI,W S Industries (I) Limited,BE,01-Aug-2007,INE100D01014,10
WSTCSTPAPR,West Coast Paper Mills Limited,EQ,17-Jan-2001,INE976A01021,2
XCHANGING,Xchanging Solutions Limited,EQ,09-Mar-2005,INE692G01013,10
XELPMOC,Xelpmoc Design And Tech Limited,BE,04-Feb-2019,INE01P501012,10
XPROINDIA,Xpro India Limited,EQ,27-Apr-2004,INE445C01015,10
YAARII,Yaarii Digital Integrated Services Limited,BE,18-Aug-2011,INE126M01010,2
